month,year,SNA_NAME,total_days_in_month,non_instructional_days_in_month,summer_weekdays_in_month,instructional_days_in_month,Avg_monthly_Per_Person,Avg_monthly_Per_hh,total_population_true_total,total_households,children_under_age18,children_5to14,children_15to17,hamilton_meal_cost,hh_snap_percent,meal_percent_income_covered,hh_size,population_white,population_hispanic_latino,population_black,population_race_denominator,free_reduced_estimate_f,month_meals,month_meal_dollars,snap_dollars,meal_percent_snap_covered,cps_meals,meal_percent_cps_covered,pre_charity_coverage,monthly_nbhd_meals,meal_percent_fsb_covered,monthly_nbhd_meals_lasoupe,meal_percent_lasoupe_covered,whole_again_meals,meal_percent_whole_again_covered,cfs_meals,meal_percent_cfs_covered
01,2019,Evanston,31,11,0,20,231.17,465.09,8382,3597.7072654290737,1822.8614010348233,1000.7328668759236,406.4947770094157,3.17,0.18805791287811816,0.8339138293209494,2.1589895013123357,2406.8046951059064,182.36575094508245,5527.059686598746,8382,0.36,779526,2471097.42,314669.345518364,0.12733991908678532,13171.650746766776,0.0168969999034885,0.9781507483112232,0,0,0,0,0,0,0,0
01,2019,Hartwell,31,11,0,20,231.17,465.09,5397,2651,829,241,190,3.17,0.10562052055827989,0.9163390716745318,1.98,2589,195,2233,5397,1,501921,1591089.57,130225.19999999998,0.08184655499941464,11206,0.022326222652568832,1.0205118493265153,0,0,0,0,0,0,0,0
01,2019,Hyde Park,31,11,0,20,231.17,465.09,13291,6703,2567,1591,218,3.17,0.01626137550350589,0.9545286940146902,1.971784666315552,11733,271,712,13291,0.65,1236063,3918319.71,50694.80999999999,0.012937895259190065,30572.100000000006,0.0247334480524051,0.9922000373262854,0,0,0,0,0,0,0,0
01,2019,Kennedy Heights,31,11,0,20,231.17,465.09,5057,2619,865,427,34,3.17,0.10767468499427263,0.909102726798324,1.92,1603,213,3080,5057,1,470301,1490854.17,131155.38,0.08797331264130281,11986,0.025485805898775464,1.0225618453384022,0,0,0,0,0,0,0,0
01,2019,Linwood,31,11,0,20,231.17,465.09,687,268,202,127,39,3.17,0.2835820895522388,0.7508719461226344,2.56,626,0,16,687,1,63891,202534.47,35346.84,0.17452258867342432,4316,0.0675525504374638,0.9929470852335225,0,0,0,0,0,0,0,0
01,2019,Lower Price Hill,31,11,0,20,231.17,465.09,761,249.3715139442231,284.996015936255,83.37649402390439,51.54183266932271,3.17,0.5319148936170213,0.5297077402677616,2.29,356.2450199203187,17.433266932270918,289.5438247011952,761,1,70773,224350.41,61691.59437250996,0.2749787458490045,3507.876494023905,0.04956518013965643,0.8542516662564225,0,0,0,0,0,0,0,0
01,2019,Madisonville,31,11,0,20,231.17,465.09,10838,5173,2288,1160,273,3.17,0.10806108641020684,0.8747427116556309,2.1310924524820076,5645,364,4043,10838,1,1007934,3195150.78,259985.30999999997,0.08136871399852998,37258,0.03696472189647338,0.9930761475506342,0,0,0,0,0,0,0,0
01,2019,Millvale,31,11,0,20,231.17,465.09,2150,863.3146461107217,890.4344779257183,502.4702172389629,66.29292221443588,3.17,0.5305410122164049,0.5711313067425566,2.48,168.7456201822004,0,1975.9810791871057,2150,1,199950,633841.5,213022.30133146458,0.3360813410473511,14787.84162578837,0.07395769755333018,0.9811703453432379,0,0,0,0,0,0,0,0
01,2019,Mt. Adams,31,11,0,20,231.17,465.09,1629,1030,92,46,26,3.17,0,0.9719854660198584,1.58,1532,23,16,1629,0.13,151497,480245.49,0,0,243.35999999999999,0.0016063684429394641,0.9735918344627978,0,0,0,0,0,0,0,0
01,2019,Mt. Airy,31,11,0,20,231.17,465.09,8950,3913.51504818384,2508.398813936249,1501.7774647887325,430.7405485544848,3.17,0.2776781334334773,0.7694442473803557,2.274527374301676,3176.7700518902893,439.67146034099335,4766.178206078576,8950,1,832350,2638549.5,505412.1652705708,0.19154924524651548,50245.46834692365,0.0603657936528187,1.0213592862796899,0,0,0,0,0,0,0,0
01,2019,Mt. Auburn,31,11,0,20,231.17,465.09,4641,2132,961,570,133,3.17,0.16604127579737335,0.8442274463475321,2.01,1705,121,2578,4641,1,431613,1368213.21,164641.85999999996,0.1203334822355647,18278,0.04234812204451673,1.0069090506276135,0,0,0,0,0,0,0,0
01,2019,Mt. Lookout,31,11,0,20,231.17,465.09,4996,2118.6603225806452,1233.2783870967742,701.3706451612903,159.8841935483871,3.17,0,0.9722361007336349,2.3699679743795037,4587.902258064516,125.62903225806453,46.71806451612903,4996,0.13,464628,1472870.76,0,0,2911.04135483871,0.006265316241893967,0.9785014169755288,0,0,0,0,0,0,0,0
01,2019,Mt. Washington,31,11,0,20,231.17,465.09,12297,5492.241855799697,3154.5783304176066,1700.5546328259147,391.2559107458913,3.17,0.16094788735060636,0.8925560941004734,2.225589981296251,9134.466304181276,707.68761349374,1077.8200655046032,12297,0.45,1143621,3625278.57,411123.1532570495,0.11340456886794482,24474.183359790135,0.021400606809240243,1.0273612697776586,0,0,0,0,0,0,0,0
01,2019,North Avondale - Paddock Hills,31,11,0,20,231.17,465.09,4236,1513.6275674758106,606.1700899677475,288.34425394669836,103.54506874893906,3.17,0.20760095011876484,0.8528371305477184,2,1975.2659989814972,47.4581565099304,2052.2057375657782,4236,1,393948,1248815.16,146145.47307418095,0.11702730536533602,10189.122390086573,0.02586413026614318,0.9957285661791976,0,0,0,0,0,0,0,0
01,2019,North Fairmount,31,11,0,20,231.17,465.09,1621.0000000000002,699.4673031026254,543.1704057279237,297.89260143198095,85.88591885441528,3.17,0.36946902654867253,0.6331795120969428,2.26,229.0291169451074,44.1035799522673,1268.1713603818616,1621.0000000000002,1,150753.00000000003,477887.01000000007,120193.90799999998,0.25151114276991954,9978.2415274463,0.0661893396976929,0.9508799945645552,0,0,0,0,0,0,0,0
01,2019,Northside,31,11,0,20,231.17,465.09,7865,3918,1410,678,239,3.17,0.16436957631444615,0.8867734901430023,2.006624284806103,5411,258,1918,7865,1,731445,2318680.65,299517.95999999996,0.12917602948038573,23842,0.03259575224384609,1.0485452718672341,0,0,0,0,0,0,0,0
01,2019,Oakley,31,11,0,20,231.17,465.09,12034,6473,1256,478,247,3.17,0.0522169009732736,0.9411240328092694,1.8348454379258765,9809,334,1236,12034,1,1119162,3547743.54,157200.41999999998,0.044309972867993715,18850,0.01684295928560834,1.0022769649628716,0,0,0,0,0,0,0,0
01,2019,Over-the-Rhine,31,11,0,20,231.17,465.09,5200,2498,1076,598,132,3.17,0.32506004803843075,0.812888983355209,1.8602653846153847,2388,235,2350,5200,0.65,483600,1533012,377653.07999999996,0.24634711274275736,12337,0.02551075268817204,1.0847468487861383,0,0,0,0,0,0,0,0
01,2019,Pendleton,31,11,0,20,231.17,465.09,1083,571,238,111,49,3.17,0.21891418563922943,0.8248001052224421,1.9,555,15,471,1083,1,100719,319279.23,58136.25,0.18208591269779748,4160,0.04130303120563151,1.048189049125871,0,0,0,0,0,0,0,0
01,2019,Pleasant Ridge,31,11,0,20,231.17,465.09,7182,3534.503298774741,1409.428840716305,690.7728557964185,255.6503298774741,3.17,0.08555060280930575,0.9452307188309471,2.006922862712337,4498.127238454288,338.2073515551367,2075.449575871819,7182,1,667926,2117325.42,140633.3969462771,0.06642030347242377,24607.00282752121,0.03684091175896912,1.04849193406234,0,0,0,0,0,0,0,0
01,2019,Queensgate,31,11,0,20,231.17,465.09,243,79.62848605577689,91.00398406374502,26.62350597609562,16.45816733067729,3.17,0.5319148936170213,0.5297077402677615,2.29,113.75498007968127,5.566733067729084,92.45617529880478,243,1,22599,71638.83,19699.15562749004,0.2749787458490045,1120.1235059760959,0.04956518013965644,0.8542516662564223,0,0,0,0,0,0,0,0
01,2019,Riverside,31,11,0,20,231.17,465.09,1772,929.6467065868264,299.67664670658684,135.77844311377248,49.70059880239521,3.17,0.17914216333550184,0.8507807900977372,1.9201128668171552,1529.5808383233534,27.65868263473054,145.94610778443115,1772,1,164796,522403.32,77455.58730538921,0.1482677929868233,4822.455089820361,0.029263180476591426,1.028311763561152,0,0,0,0,0,0,0,0
01,2019,Roselawn,31,11,0,20,231.17,465.09,7627,3442,2060,1154,384,3.17,0.29110981987216733,0.73354247133246,2.1238612822866134,938,6,6331,7627,1,709311,2248515.87,466020.17999999993,0.20725678934167358,39988,0.056375835141425974,0.9971750958155595,0,0,0,0,0,0,0,0
01,2019,Sayler Park,31,11,0,20,231.17,465.09,3001,1169,690,395,136,3.17,0.12745936698032506,0.8703071564957771,2.56,2667,170,91,3001,1,279093,884724.8099999999,69298.40999999999,0.07832764405013125,13806,0.04946738184046178,0.99810218238637,0,0,0,0,0,0,0,0
01,2019,Sedamsville,31,11,0,20,231.17,465.09,520,218.35329341317367,118.32335329341318,64.22155688622755,25.29940119760479,3.17,0.3868092691622103,0.7831568153803606,2.26,425.4191616766467,9.34131736526946,63.053892215568865,520,1,48360,153301.19999999998,39282.002694610776,0.25624067322767713,2327.5449101796407,0.0481295473568991,1.0875270359649367,0,0,0,0,0,0,0,0
01,2019,South Cumminsville,31,11,0,20,231.17,465.09,704,282.68535388927825,291.5655220742817,164.52978276103715,21.70707778556412,3.17,0.5305410122164048,0.5711313067425566,2.48,55.25437981779958,0,647.0189208128942,704,1,65472,207546.24,69752.41866853538,0.3360813410473511,4842.158374211634,0.07395769755333018,0.9811703453432379,0,0,0,0,0,0,0,0
01,2019,South Fairmount,31,11,0,20,231.17,465.09,1981,855,453,211,131,3.17,0.3929824561403509,0.7047997946218072,2.09,766,14,1079,1981,1,184233,584018.61,156270.24,0.26757750065533015,8892,0.04826496881666151,1.0206422640937989,0,0,0,0,0,0,0,0
01,2019,Spring Grove Village,31,11,0,20,231.17,465.09,2171,862,599,373,70,3.17,0.2122969837587007,0.8897402149484337,2.51,832,131,1071,2171,1,201903,640032.51,85111.47,0.13297991691078317,11518,0.057047195930719205,1.0797673277899362,0,0,0,0,0,0,0,0
01,2019,Villages at Roll Hill,31,11,0,20,231.17,465.09,2348,847,1244,487,48,3.17,0.7107438016528925,0.41098250836216993,2.77,108,99,1982,2348,1,218364,692213.88,279984.17999999993,0.4044764025823925,13910,0.06370097635141324,0.8791598872959757,0,0,0,0,0,0,0,0
01,2019,Walnut Hills,31,11,0,20,231.17,465.09,6368,3492,1070,513,163,3.17,0.45217640320733105,0.732733199879062,1.7996058417085423,1520,174,4203,6368,0.69,592224,1877350.0799999998,734377.11,0.3911774995103737,12127.439999999999,0.02047779218674015,1.1443884915761757,0,0,0,0,0,0,0,0
01,2019,West End,31,11,0,20,231.17,465.09,6695,3532.019985196151,1595.9089563286454,1087.6439674315322,210.5988156920799,3.17,0.36344459139700896,0.7446391726929729,1.9098760268857355,1558.3271650629165,88.75129533678756,4847.504811250925,6695,1,622635,1973752.95,597033.0379718727,0.3024862042495606,33754.31236121392,0.05421203813022705,1.1013374150727606,0,0,0,0,0,0,0,0
01,2019,West Price Hill,31,11,0,20,231.17,465.09,18343,7664.524854369146,5121.964782260825,2655.326325370089,847.0986757029516,3.17,0.23711169197677295,0.8528769473865814,2.3877086627051196,11061.863075631196,891.0127367154836,5777.545454545455,18343,1,1705899,5407699.83,845230.593595214,0.15630131482264872,91063.05002789905,0.05338126701985232,1.0625595292290824,0,0,0,0,0,0,0,0
01,2019,Westwood,31,11,0,20,231.17,465.09,32316,14259.456878767289,8629.008023236744,4229.56188180478,1379.3619842848082,3.17,0.223270087422473,0.8457906397845295,2.2547292362916203,11242.97604533052,908.6681351105268,18548.334419300176,32316,1,3005388,9527079.959999999,1480711.7694390535,0.15542136474721616,145832.0205183293,0.048523525254752224,1.0497355297864979,0,0,0,0,0,0,0,0
01,2019,Winton Hills,31,11,0,20,231.17,465.09,6008,2268,3018,1748,402,3.17,0.5476190476190477,0.5481767127280999,2.65,559,223,4961,6008,1,558744,1771218.48,577641.78,0.3261267802490408,55900,0.10004581704680497,0.9743493100239456,0,0,0,0,0,0,0,0
01,2020,Avondale,31,13,0,18,120.07,241.69,12719,5968,3390,1896,515,3.33,0.35874664879356566,0.6989734205984481,1.999154335719968,1314,913,9930,12719,1,1182867,3938947.11,517458.2899999999,0.13136969742150204,56417.4,0.04769547210294987,0.8780385901229001,12303.677166666666,0.010401572760645674,0,0,0,0,0,0
01,2020,Bond Hill,31,13,0,18,120.07,241.69,7276,3243,1799,1169,149,3.33,0.13444341658957756,0.8648665894807344,2.20003345413995,552,70,6529,7276,1,676668,2253304.44,105376.84,0.046765469472025714,30841.2,0.04557803826987533,0.9572100972226354,34995.875,0.051717939964650315,0,0,0,0,0,0
01,2020,California,31,13,0,18,120.07,241.69,930.8790896159318,329.38264580369844,241.57041251778097,113.149359886202,52.40967283072546,3.33,0,0.9712414032173837,2.8,823.6301564722618,25.68421052631579,14.230440967283071,930.8790896159318,0.13,86571.75533428165,288283.9452631579,0,0,503.6305775248934,0.005817492963844989,0.9770588961812288,0,0,0,0,0,0,0,0
01,2020,Camp Washington,31,13,0,18,120.07,241.69,1128,412,112,33,24,3.33,0.19174757281553398,0.8930051929138453,1.9,808,4,273,1128,1,104904,349330.32,19093.510000000002,0.054657465747605306,1333.8,0.012714481811942346,0.960377140473393,2022,0.01927476549988561,0,0,0,0,0,0
01,2020,Carthage,31,13,0,18,120.07,241.69,3021,1040,911,537,286,3.33,0.22596153846153846,0.8068409280797094,2.9,1199,824,921,3021,1,280953,935573.49,56797.149999999994,0.060708378985813286,19258.2,0.06854598455969504,0.9360952916252178,2067.0833333333335,0.0073573990430190585,0,0,0,0,0,0
01,2020,Clifton,31,13,0,18,120.07,241.69,8476,4118,1379,751,212,3.33,0.05099562894609033,0.8758416934870757,2.0755682881197384,5634,481,1317,8476,0.4,788268,2624932.44,50754.9,0.01933569764561255,9013.68,0.01143479121314071,0.9066121823458291,702.5,8.911943653681236e-4,0,0,0,0,0,0
01,2020,College Hill,31,13,0,18,120.07,241.69,16199,7263,3660,2115,618,3.33,0.144292991876635,0.8424894559041248,2.21074986282997,5565,145,9817,16199,1,1506507,5016668.3100000005,253291.12,0.05048990771327275,63952.200000000004,0.04245064908427243,0.93543001270167,7329.1500000000005,0.00486499564887518,0,0,0,0,0,0
01,2020,Columbia Tusculum,31,13,0,18,120.07,241.69,1533.9553736466862,712.7721151307104,250.8824927383153,120.04145761816744,40.70609981515712,3.33,0.027389277389277385,0.9623346130991878,2.15,1415.160021124901,36.13704779508846,22.014523369421703,1533.9553736466862,0.13,142657.84974914184,475050.63966464234,4718.347871666226,0.009932305059092438,488.9940697121734,0.00342774036319803,0.9756946585214783,0,0,0,0,0,0,0,0
01,2020,Corryville,31,13,0,18,120.07,241.69,4310,1868,192,75,9,3.33,0.05139186295503212,0.7052290087997718,2.254939759036145,2878,65,748,4310,1,400830,1334763.9000000001,23202.239999999998,0.017383029313274054,1965.6000000000001,0.004903824564029639,0.7275158626770755,4400.770916666666,0.010979145564620079,0,0,0,0,0,0
01,2020,CUF,31,13,0,18,120.07,241.69,16792,5439,516,180,190,3.33,0.05846662989520132,0.7758753361797359,2.2019930481913512,12346,507,1922,16792,1,1561656,5200314.48,76857.42,0.014779379265540108,8658,0.005544114709001214,0.7961988301542772,9485.808333333334,0.006074198372326129,0,0,0,0,0,0
01,2020,Downtown,31,13,0,18,120.07,241.69,3914.909696521096,2723.1265729089564,201.82013323464105,37.58771280532939,0,3.33,0.11548966225090679,0.9087095158768976,1.4003966813585689,2585.2938564026645,38.293856402664694,888.9644707623983,3914.909696521096,1,364086.60177646193,1212408.3839156183,76009.80547742413,0.06269323644227974,879.5524796447077,0.002415778211428736,0.9738185305306061,3302.8,0.009071468117433826,0,0,0,0,0,0
01,2020,East End,31,13,0,18,120.07,241.69,1462,703,201,94,47,3.33,0.08677098150782361,0.9357052673269892,2.06,1231,27,58,1462,1,135966,452766.78,14743.09,0.03256221668913077,3299.4,0.024266360707824015,0.992533844723944,4788.108333333334,0.035215482792266696,0,0,0,0,0,0
01,2020,East Price Hill,31,13,0,18,120.07,241.69,14788,6063,4110,2240,563,3.33,0.3092528451261752,0.8020828826719687,2.421629116117851,5496,1135,5862,14788,1,1375284,4579695.72,453168.75,0.09895171594500607,65590.2,0.04769211304719607,0.9487267116641709,27675.81666666667,0.02012371020579507,0,0,0,0,0,0
01,2020,East Walnut Hills,31,13,0,18,120.07,241.69,3730.882390745501,2345.219794344473,238.01092544987148,95.55205655526991,27.909383033419022,3.33,0.04203047165349195,0.9491143565428948,1.573157490396927,2710.63881748072,104.426735218509,774.2114395886889,3730.882390745501,1,346972.0623393316,1155416.9675899742,23823.55105398457,0.020619007442548565,2888.9976863753213,0.008326312115440408,0.9780596761008837,10183.604166666668,0.02934992546087849,0,0,0,0,0,0
01,2020,East Westwood,31,13,0,18,120.07,241.69,2594.407482530325,1110.7037754202113,825.6099130303817,480.5686400397181,143.2812563343105,3.33,0.33150239251829033,0.7195231992851518,2.3166400319616463,383.3926537326929,9.801206752192693,2119.1036599032227,2594.407482530325,1,241279.89587532025,803462.0532648164,88990.4897640087,0.11075879614028014,14598.087575152269,0.06050271002560334,0.8907847054510354,1766.4,0.007320958066530232,0,0,0,0,0,0
01,2020,English Woods,31,13,0,18,120.07,241.69,452.0534606205251,217.20286396181385,136.43054892601432,76.47350835322196,21.494033412887827,3.33,0.2520833333333333,0.7217729652690682,2.03,68.32840095465394,13.122673031026252,312.9078758949881,452.0534606205251,1,42040.97183770883,139996.4362195704,13233.306214797136,0.09452602203417534,2292.440477326969,0.054528722270657755,0.8708277095739013,0,0,0,0,0,0,0,0
01,2020,Evanston,31,13,0,18,120.07,241.69,8305.282306961239,3343.4372591649085,1505.629449810726,782.1793541466063,288.16671147665744,3.33,0.1422590802574327,0.8804569120230866,2.1611643999045573,3347.90287814124,225.75081863833603,4483.225669514855,8305.282306961239,0.36,772391.2545473952,2572062.8776428257,114956.05623579999,0.04469410807761892,9016.595256810373,0.0116736112737241,0.9368246313744297,4298.675,0.005565411279182507,0,0,0,0,0,0
01,2020,Hartwell,31,13,0,18,120.07,241.69,5213,2384,1046,412,203,3.33,0.1174496644295302,0.913793043508832,2.12,2200,493,2305,5213,1,484809,1614413.97,67673.2,0.04191812091417915,14391,0.029683854878931704,0.9853950193019427,271.83333333333337,5.607019121619718e-4,0,0,0,0,0,0
01,2020,Hyde Park,31,13,0,18,120.07,241.69,13423,6632,2497,1401,325,3.33,0.012665862484921592,0.9534150435051413,2.009787826348657,11734,558,627,13423,0.65,1248339,4156968.87,20301.96,0.004883837390872739,26252.460000000003,0.02102991254779351,0.9793287934438075,852.3041666666667,6.827505722937973e-4,0,0,0,0,0,0
01,2020,Kennedy Heights,31,13,0,18,120.07,241.69,5020,2564,821,456,28,3.33,0.09711388455538221,0.9107031379860648,1.95,1441,226,3187,5020,1,466860,1554643.8,60180.81,0.03871035281522365,11325.6,0.02425909266161162,0.9736725834629001,2658.3333333333335,0.0056940695997372524,0,0,0,0,0,0
01,2020,Linwood,31,13,0,18,120.07,241.69,669.9474518088197,311.2997095326116,109.57169263269078,52.42751518352258,17.77818853974122,3.33,0.027389277389277385,0.9623346130991878,2.15,618.0641668867178,15.782677581198838,9.614734618431475,669.9474518088197,1,62305.11301822023,207476.02635067338,2060.7151861631896,0.00993230505909244,1642.813467124373,0.026367233563061764,0.9986341517213421,0,0,0,0,0,0,0,0
01,2020,Lower Price Hill,31,13,0,18,120.07,241.69,858.0199203187251,279.6902390438247,281.9641434262948,89.4402390438247,42.44621513944223,3.33,0.4823848238482385,0.5952954702742855,2.3,526.7878486055777,21.223107569721115,225.87450199203187,858.0199203187251,1,79795.85258964144,265720.18912350596,32608.410378486056,0.12271709758316393,3086.143027888447,0.038675481591245876,0.7566880494486954,2408.1666666666665,0.030179095636096737,0,0,0,0,0,0
01,2020,Madisonville,31,13,0,18,120.07,241.69,10708.111111111111,5353.468574635242,1880.7525252525252,960.5347923681256,350.611672278339,3.33,0.08306340508859596,0.8876322250695385,2.036783539398413,6423.080246913581,435.7317620650954,3307.874859708193,10708.111111111111,1,995854.3333333334,3316194.93,107474.06360830527,0.03240884986465656,30680.827272727274,0.0308085492483947,0.9508496241825898,24484.60166666667,0.024586529221308474,0,0,0,0,0,0
01,2020,Millvale,31,13,0,18,120.07,241.69,2172.5998598458305,849.0014015416958,897.9677645409951,539.3833216538192,57.25297827610371,3.33,0.5732031943212067,0.5452783320061262,2.55,253.8717589348283,0,1908.9348283111424,2172.5998598458305,1,202051.78696566224,672832.4505956552,117618.5147161878,0.1748110017762382,13961.289418360195,0.0690975795266431,0.7891869133090075,11657.5575,0.05769588913351778,0,0,0,0,0,0
01,2020,Mt. Adams,31,13,0,18,120.07,241.69,1617,975,115,69,28,3.33,0,0.9684951807216208,1.66,1413,54,16,1617,0.13,150381,500768.73000000004,0,0,295.074,0.0019621760727751513,0.9704573567943959,0,0,0,0,0,0,0,0
01,2020,Mt. Airy,31,13,0,18,120.07,241.69,8806.992290585618,3766.476649369903,2421.7601186063753,1321.154633061527,452.6658265381764,3.33,0.23193854252833662,0.7712810737250642,2.334554189944134,3004.277687175686,457.3362490733877,4816.305114899926,8806.992290585618,1,819050.2830244625,2727437.4424714604,211138.2340518903,0.07741267710271219,41507.39875463306,0.050677473184382454,0.8993712240121587,5358.208333333333,0.0065419772685351724,0,0,0,0,0,0
01,2020,Mt. Auburn,31,13,0,18,120.07,241.69,4632,2374,708,325,162,3.33,0.13647851727042964,0.8761378220972793,1.8041154923507865,1755,78,2301,4632,1,430776,1434484.08,78307.56,0.054589354522498426,11395.800000000001,0.02645412000668561,0.9571812966264633,9030.419833333333,0.020963145192242218,0,0,0,0,0,0
01,2020,Mt. Lookout,31,13,0,18,120.07,241.69,4936.097174544494,2131.928175336678,1133.545814628994,635.53102719831,151.51571164510165,3.33,0.008889329831554948,0.9694939736775937,2.3166453162530023,4447.775811988381,106.08027462371273,54.37074201214682,4936.097174544494,0.13,459057.03723263793,1528659.9339846843,4580.366942170584,0.002996328248252809,2394.196179561658,0.005215465585703118,0.9777057675115496,0,0,0,0,0,0,0,0
